,DATE,ESTACION,MAGNITUD,TECNICA,VALUE
69056,2001-01-01 04:00:00,28079025,58,51,2.08
69057,2001-01-02 04:00:00,28079025,58,51,0.92
69058,2001-01-03 04:00:00,28079025,58,51,0.41
69059,2001-01-04 04:00:00,28079025,58,51,2.01
69060,2001-01-05 04:00:00,28079025,58,51,0.57
69061,2001-01-06 04:00:00,28079025,58,51,0.62
69062,2001-01-07 04:00:00,28079025,58,51,0.33
69063,2001-01-08 04:00:00,28079025,58,51,0.79
69064,2001-01-09 04:00:00,28079025,58,51,2.55
69065,2001-01-10 04:00:00,28079025,58,51,0.67
69066,2001-01-11 04:00:00,28079025,58,51,0.79
69067,2001-01-12 04:00:00,28079025,58,51,0.85
69068,2001-01-13 04:00:00,28079025,58,51,0.66
69069,2001-01-14 04:00:00,28079025,58,51,1.08
69070,2001-01-15 04:00:00,28079025,58,51,1.63
69071,2001-01-16 04:00:00,28079025,58,51,0.78
69072,2001-01-17 04:00:00,28079025,58,51,1.11
69073,2001-01-18 04:00:00,28079025,58,51,1.69
69074,2001-01-19 04:00:00,28079025,58,51,0.92
69075,2001-01-20 04:00:00,28079025,58,51,1.27
69076,2001-01-21 04:00:00,28079025,58,51,0.36
69077,2001-01-22 04:00:00,28079025,58,51,1.55
69078,2001-01-23 04:00:00,28079025,58,51,0.48
69079,2001-01-24 04:00:00,28079025,58,51,0.34
69080,2001-01-25 04:00:00,28079025,58,51,1.22
69081,2001-01-26 04:00:00,28079025,58,51,0.41
69082,2001-01-27 04:00:00,28079025,58,51,0.58
69083,2001-01-28 04:00:00,28079025,58,51,1.51
69084,2001-01-29 04:00:00,28079025,58,51,1.33
69085,2001-01-30 04:00:00,28079025,58,51,1.0
69086,2001-01-31 04:00:00,28079025,58,51,0.84
69087,2001-02-01 04:00:00,28079025,58,51,0.42
69088,2001-02-02 04:00:00,28079025,58,51,1.22
69089,2001-02-03 04:00:00,28079025,58,51,0.69
69090,2001-02-04 04:00:00,28079025,58,51,0.85
69091,2001-02-05 04:00:00,28079025,58,51,1.38
69092,2001-02-06 04:00:00,28079025,58,51,0.76
69093,2001-02-07 04:00:00,28079025,58,51,0.8
69094,2001-02-08 04:00:00,28079025,58,51,1.35
69095,2001-02-09 04:00:00,28079025,58,51,1.15
69096,2001-02-10 04:00:00,28079025,58,51,0.63
69097,2001-02-11 04:00:00,28079025,58,51,1.11
69098,2001-02-12 04:00:00,28079025,58,51,1.45
69099,2001-02-13 04:00:00,28079025,58,51,0.73
69100,2001-02-14 04:00:00,28079025,58,51,1.67
69101,2001-02-15 04:00:00,28079025,58,51,0.46
69102,2001-02-16 04:00:00,28079025,58,51,1.34
69103,2001-02-17 04:00:00,28079025,58,51,0.75
69104,2001-02-18 04:00:00,28079025,58,51,0.79
69105,2001-02-19 04:00:00,28079025,58,51,1.02
69106,2001-02-20 04:00:00,28079025,58,51,0.74
69107,2001-02-21 04:00:00,28079025,58,51,1.05
69108,2001-02-22 04:00:00,28079025,58,51,0.95
69109,2001-02-23 04:00:00,28079025,58,51,1.96
69110,2001-02-24 04:00:00,28079025,58,51,1.2
69111,2001-02-25 04:00:00,28079025,58,51,1.38
69112,2001-02-26 04:00:00,28079025,58,51,0.35
69113,2001-02-27 04:00:00,28079025,58,51,1.5
69114,2001-02-28 04:00:00,28079025,58,51,1.05
69115,2001-03-01 04:00:00,28079025,58,51,0.34
69116,2001-03-02 04:00:00,28079025,58,51,0.76
69117,2001-03-03 04:00:00,28079025,58,51,0.6
69118,2001-03-04 04:00:00,28079025,58,51,1.52
69119,2001-03-05 04:00:00,28079025,58,51,0.27
69120,2001-03-06 04:00:00,28079025,58,51,1.46
69121,2001-03-07 04:00:00,28079025,58,51,1.19
69122,2001-03-08 04:00:00,28079025,58,51,0.55
69123,2001-03-09 04:00:00,28079025,58,51,0.56
69124,2001-03-10 04:00:00,28079025,58,51,0.66
69125,2001-03-11 04:00:00,28079025,58,51,1.57
69126,2001-03-12 04:00:00,28079025,58,51,0.63
